38-2B-CB-26-72-BD,37021239000249,1550137448,1550137448
38-2B-CB-26-72-BD,37021224120228,1550137783,1550137783
38-2B-CB-26-72-BD,37021239000246,1550137347,1550137347
38-2B-CB-26-72-BD,37021239000247,1550137988,1550137988
38-2B-CB-26-72-BD,37021239000098,1550138154,1550138154
38-2B-CB-26-72-BD,37021239000098,1550136969,1550136969
38-2B-CB-26-72-BD,37021239000247,1550137071,1550137071
38-2B-CB-26-72-BD,37021239000246,1550137964,1550137964
38-2B-CB-26-72-BD,37021239000089,1550137073,1550137073
38-2B-CB-26-72-BD,37021239000245,1550138115,1550138115
38-2B-CB-26-72-BD,37021227120517,1550137699,1550137699
38-2B-CB-26-72-BD,37021239000245,1550136982,1550136982
38-2B-CB-26-72-BD,37021239000091,1550137833,1550137833
